bracket_text	count	class	example_song_ids
Demetrius Capone	5	speaker_or_tag	hf_01342,hf_01342,hf_01342,hf_01342,hf_01342
Verse:2	5	section_marker	hf_01428,hf_11825,hf_23685,hf_26056,hf_28572
2nd Verse	5	section_marker	hf_01637,hf_13668,hf_14436,hf_22931,hf_22989
Intro: Young Thug	5	section_marker	hf_01788,hf_04766,hf_08437,hf_08709,hf_22083
Chorus: Kanye West	5	section_marker	hf_01978,hf_01978,hf_01978,hf_01978,hf_15377
Pre Chorus 1	5	section_marker	hf_02006,hf_02006,hf_08671,hf_14308,hf_16083
Pre Chorus 2	5	section_marker	hf_02006,hf_08671,hf_14308,hf_16083,hf_18203
MEN	5	speaker_or_tag	hf_02438,hf_02438,hf_02438,hf_24188,hf_24188
WOMEN	5	speaker_or_tag	hf_02438,hf_02438,hf_02438,hf_24188,hf_24188
thankyouqhata	5	speaker_or_tag	hf_03093,hf_03093,hf_03093,hf_03093,hf_03093
High?	5	other	hf_03153,hf_03153,hf_03153,hf_03153,hf_13020
Build-Up	5	speaker_or_tag	hf_03596,hf_04889,hf_04889,hf_21096,hf_21096
Terry Taylor	5	speaker_or_tag	hf_03645,hf_03645,hf_03645,hf_03645,hf_03645
Chorus: Keith Urban	5	section_marker	hf_03693,hf_13531,hf_19224,hf_19224,hf_19224
Estribillo	5	speaker_or_tag	hf_03878,hf_03878,hf_03878,hf_05520,hf_05520
Chorus: Drake	5	section_marker	hf_04205,hf_04205,hf_04205,hf_04205,hf_09201
Spoken Word	5	section_marker	hf_04737,hf_05237,hf_09390,hf_27071,hf_29672
Chorus: Lil Uzi Vert	5	section_marker	hf_04798,hf_04798,hf_04798,hf_06907,hf_06907
Producer Tag	5	speaker_or_tag	hf_05478,hf_07531,hf_18253,hf_22218,hf_23227
Verse Four	5	section_marker	hf_06186,hf_16711,hf_21037,hf_25103,hf_29501
Chorus: Brann Dailor	5	section_marker	hf_06765,hf_06765,hf_06765,hf_12396,hf_12396
Chorus: blackwinterwells	5	section_marker	hf_07233,hf_07233,hf_07233,hf_21806,hf_21806
YOUNG ALBERT	5	speaker_or_tag	hf_07632,hf_07632,hf_07632,hf_07632,hf_27499
Chorus x3	5	section_marker	hf_07784,hf_09324,hf_11547,hf_11907,hf_29349
Chorus: Paul Roche Jr. & Kalan Miller	5	section_marker	hf_08012,hf_08012,hf_24631,hf_24631,hf_24631
Chorus: Seekie	5	section_marker	hf_08173,hf_08173,hf_08781,hf_08781,hf_08781
Hook: Shotty Horroh	5	section_marker	hf_08380,hf_08380,hf_08380,hf_12488,hf_12488
Chorus: Mista F.A.B.	5	section_marker	hf_08484,hf_08484,hf_08484,hf_08484,hf_08484
Chorus: Kevin Abstract	5	section_marker	hf_08643,hf_28097,hf_28097,hf_28097,hf_28097
Open Verse	5	section_marker	hf_08809,hf_23216,hf_28140,hf_28140,hf_29086
Bridge: Both	5	section_marker	hf_09160,hf_16353,hf_18266,hf_29066,hf_29831
ChrisA	5	speaker_or_tag	hf_09554,hf_09554,hf_09554,hf_09554,hf_09554
Laurence Beveridge:	5	other	hf_09776,hf_24866,hf_26516,hf_26516,hf_28242
Jet 2	5	speaker_or_tag	hf_09871,hf_09871,hf_09871,hf_09871,hf_09871
Static-P & Amree	5	speaker_or_tag	hf_10383,hf_10383,hf_10383,hf_10383,hf_10383
Hook: Retro Messiah	5	section_marker	hf_10557,hf_10557,hf_17137,hf_17137,hf_17137
GIULIANI, spoken	5	section_marker	hf_10950,hf_10950,hf_10950,hf_10950,hf_10950
Chorus: REDZED	5	section_marker	hf_11279,hf_11279,hf_17115,hf_17115,hf_17115
Audience Applause	5	speaker_or_tag	hf_11483,hf_19946,hf_19946,hf_20393,hf_26587
FINCH	5	speaker_or_tag	hf_11604,hf_24538,hf_24538,hf_24538,hf_24538
Chorus: Bryan Torwalt & Katie Torwalt	5	section_marker	hf_11962,hf_11962,hf_14457,hf_14457,hf_14457
FELT TROOPERS	5	speaker_or_tag	hf_12161,hf_12161,hf_12161,hf_12161,hf_12161
Refrain:	5	section_marker	hf_12390,hf_15226,hf_15599,hf_15599,hf_15599
CURLY	5	speaker_or_tag	hf_12649,hf_12649,hf_12649,hf_27561,hf_27561
Chorus Variation	5	section_marker	hf_12805,hf_13179,hf_17555,hf_17602,hf_27642
x6	5	repeat_marker	hf_13117,hf_13117,hf_14225,hf_23263,hf_28355
Hook: King Omega Deimoz	5	section_marker	hf_13243,hf_13243,hf_13243,hf_13243,hf_13243
Chorus: Post Malone	5	section_marker	hf_14760,hf_14760,hf_16570,hf_16570,hf_16570
Hook: Project Pat	5	section_marker	hf_15581,hf_15581,hf_21224,hf_25753,hf_25753
Prodigy	5	speaker_or_tag	hf_15697,hf_29647,hf_29647,hf_29647,hf_29647
Post-Chorus: All	5	section_marker	hf_15731,hf_15731,hf_19211,hf_19211,hf_19211
Chorus: Kaylah	5	section_marker	hf_15880,hf_15880,hf_23549,hf_23549,hf_23549
MOSES	5	speaker_or_tag	hf_16034,hf_16034,hf_16034,hf_16034,hf_16034
Chorus: Pop Smoke	5	section_marker	hf_16563,hf_16563,hf_16563,hf_25927,hf_29869
Припев	5	other	hf_16691,hf_16691,hf_16691,hf_19446,hf_26367
TyFromTheFuturr	5	speaker_or_tag	hf_16713,hf_16713,hf_16713,hf_16713,hf_16713
HOOK x2	5	section_marker	hf_17255,hf_17255,hf_21380,hf_21380,hf_21380
Swissa	5	speaker_or_tag	hf_17297,hf_17297,hf_17297,hf_17297,hf_17297
Hook : President T	5	section_marker	hf_17536,hf_17536,hf_17536,hf_17536,hf_17536
Chorus: Soulja Boy	5	section_marker	hf_19556,hf_19556,hf_19556,hf_22500,hf_22500
Hook: Mr. Grey	5	section_marker	hf_19593,hf_19593,hf_19593,hf_19593,hf_19593
Natalie, spoken	5	section_marker	hf_20374,hf_20374,hf_20374,hf_20374,hf_20374
Chorus: Rouge	5	section_marker	hf_20552,hf_20552,hf_20552,hf_20552,hf_20552
TOBIAS	5	speaker_or_tag	hf_20665,hf_20665,hf_20665,hf_20665,hf_20665
T	5	other	hf_20742,hf_20742,hf_20742,hf_20742,hf_20742
Chorus: Shaggy 2 Dope	5	section_marker	hf_21258,hf_21258,hf_21258,hf_21258,hf_21258
Chorus: Merky ACE	5	section_marker	hf_22618,hf_22618,hf_22618,hf_22618,hf_22618
Survey Corps	5	speaker_or_tag	hf_22619,hf_22619,hf_22619,hf_22619,hf_22619
Hook: Elliott Power	5	section_marker	hf_23914,hf_23914,hf_23914,hf_23914,hf_23914
EXECUTIVES	5	speaker_or_tag	hf_24538,hf_24538,hf_24538,hf_24538,hf_24538
Woo	5	speaker_or_tag	hf_24625,hf_24625,hf_24625,hf_24625,hf_24625
DJ Scotch & Soda	5	speaker_or_tag	hf_24764,hf_24764,hf_24764,hf_24764,hf_24764
Chorus: Yoonmirae	5	section_marker	hf_25456,hf_25456,hf_25456,hf_25456,hf_25456
JUSTINE	5	speaker_or_tag	hf_26414,hf_26414,hf_26414,hf_26414,hf_26414
Wally, Anna	5	speaker_or_tag	hf_26744,hf_26744,hf_26744,hf_26744,hf_26744
Trinity	5	speaker_or_tag	hf_27594,hf_27594,hf_27594,hf_27594,hf_27594
CANDELA, spoken	5	section_marker	hf_27837,hf_27837,hf_27837,hf_27837,hf_27837
PEPA, spoken	5	section_marker	hf_27837,hf_27837,hf_27837,hf_27837,hf_27837
ANGUS	5	speaker_or_tag	hf_28513,hf_28513,hf_28513,hf_28513,hf_28513
Cole	5	speaker_or_tag	hf_28630,hf_28630,hf_28630,hf_28630,hf_28630
Refrain: will.i.am	5	section_marker	hf_29766,hf_29766,hf_29766,hf_29766,hf_29766
x7	4	repeat_marker	hf_00008,hf_07797,hf_09867,hf_28201
Build up	4	speaker_or_tag	hf_00096,hf_00096,hf_21004,hf_21004
Mr. Voodoo	4	speaker_or_tag	hf_00182,hf_00182,hf_00182,hf_00182
Chorus: Miranda Lambert	4	section_marker	hf_00226,hf_00226,hf_04369,hf_04369
Pre Hook	4	section_marker	hf_00345,hf_00345,hf_05054,hf_18068
Chorus: The Shires & Lauren Alaina	4	section_marker	hf_00374,hf_00374,hf_00374,hf_00374
Nawlage Hook	4	section_marker	hf_00426,hf_00426,hf_02194,hf_02194
Spontaneous	4	speaker_or_tag	hf_00754,hf_00754,hf_12211,hf_29742
pre Chorus	4	section_marker	hf_00757,hf_00757,hf_21885,hf_21885
Chorus: Yung Boss Tevo	4	section_marker	hf_00982,hf_00982,hf_00982,hf_00982
EURYDICE	4	speaker_or_tag	hf_01052,hf_01052,hf_01052,hf_01052
Hook: Waka Flocka Flame	4	section_marker	hf_01116,hf_01116,hf_01116,hf_09461
Verse 2: Big Sean	4	section_marker	hf_01130,hf_03497,hf_23031,hf_24379
Verso 1	4	speaker_or_tag	hf_01141,hf_03878,hf_05520,hf_07616
Chris Jäy	4	other	hf_01176,hf_01176,hf_01176,hf_01176
it's like that	4	speaker_or_tag	hf_01300,hf_01300,hf_01300,hf_01300
Chorus: Spice 1 & Nanci Fletcher	4	section_marker	hf_01346,hf_01346,hf_01346,hf_01346
Chorus: Jon Bellion	4	section_marker	hf_01394,hf_01394,hf_01394,hf_01394
C.H.R.I.M	4	speaker_or_tag	hf_01659,hf_01659,hf_01659,hf_01659
Walinase	4	speaker_or_tag	hf_01659,hf_01659,hf_01659,hf_01659
Verse 1: Young Thug	4	section_marker	hf_01788,hf_04766,hf_14285,hf_22083
Talking	4	speaker_or_tag	hf_01821,hf_08317,hf_08317,hf_08317
Chorus: Consequence	4	section_marker	hf_01896,hf_01896,hf_01896,hf_01896
Verse 2: Nelly	4	section_marker	hf_01947,hf_10391,hf_22448,hf_26736
Carrie, spoken	4	section_marker	hf_02083,hf_02083,hf_02083,hf_02083
Chorus: Rico Tha Kidd	4	section_marker	hf_02256,hf_02256,hf_02256,hf_02256
Interlude 1	4	section_marker	hf_02304,hf_14049,hf_17290,hf_17414
Chorus: Mike Davis	4	section_marker	hf_02350,hf_02350,hf_02350,hf_02350
Verse 1: Fabolous	4	section_marker	hf_02350,hf_12285,hf_15749,hf_28729
GARTH, spoken	4	section_marker	hf_02438,hf_02438,hf_02438,hf_02438
COMPANY except GARTH and MUHUMUZA	4	other	hf_02438,hf_02438,hf_02438,hf_02438
RUMI, spoken	4	section_marker	hf_02536,hf_02536,hf_02536,hf_02536
Napoleon Da Legend hook	4	section_marker	hf_02587,hf_02587,hf_10295,hf_10295
Chorus: Caleb Seibert	4	section_marker	hf_02734,hf_02734,hf_02734,hf_02734
Chorus: Offset	4	section_marker	hf_02787,hf_02787,hf_02787,hf_02787
Hook: Trapbellview & NoBodY	4	section_marker	hf_02828,hf_02828,hf_02828,hf_02828
Spoken Outro	4	section_marker	hf_03018,hf_12299,hf_19107,hf_29848
negus	4	speaker_or_tag	hf_03093,hf_03093,hf_03093,hf_03093
Chorus: Alexei Berrow	4	section_marker	hf_03115,hf_03115,hf_06397,hf_06397
Verse III	4	section_marker	hf_03144,hf_06375,hf_20560,hf_29902
Chorus - Extended	4	section_marker	hf_03186,hf_11266,hf_19482,hf_19482
Chorus: Michael Fang	4	section_marker	hf_03430,hf_03430,hf_03430,hf_03430
Chorus: King Chip	4	section_marker	hf_03497,hf_03497,hf_03497,hf_03497
Verse 1: Juicy J	4	section_marker	hf_03497,hf_08141,hf_11994,hf_19355
PreChorus 1	4	section_marker	hf_03707,hf_15649,hf_24751,hf_27278
PreChorus 2	4	section_marker	hf_03707,hf_15649,hf_24751,hf_27278
YRM Bear	4	speaker_or_tag	hf_03750,hf_03750,hf_11472,hf_11472
Hook: Rey King	4	section_marker	hf_03932,hf_03932,hf_03932,hf_03932
Hook: K Camp	4	section_marker	hf_04518,hf_04581,hf_04581,hf_04581
Chorus: Cash Clip	4	section_marker	hf_04523,hf_04523,hf_04523,hf_04523
Chorus: Cornflex	4	section_marker	hf_04557,hf_04557,hf_23044,hf_23044
oh	4	speaker_or_tag	hf_04623,hf_04623,hf_04623,hf_04623
Scratch Chorus	4	section_marker	hf_04645,hf_04645,hf_04645,hf_04645
Chorus - Both	4	section_marker	hf_04777,hf_04777,hf_14925,hf_14925
Verse 1: DaBaby	4	section_marker	hf_04806,hf_19776,hf_24008,hf_28056
Chorus: Bugzy Malone	4	section_marker	hf_04840,hf_04840,hf_04840,hf_04840
Pre-Chorus: Jen Ledger	4	section_marker	hf_05039,hf_05039,hf_28145,hf_28145
Hook: Wiz Khalifa	4	section_marker	hf_05100,hf_05100,hf_15123,hf_17869
Chorus: Madrox	4	section_marker	hf_05259,hf_05259,hf_05259,hf_05259
Whistling	4	speaker_or_tag	hf_05308,hf_05308,hf_05308,hf_18086
Verse two	4	section_marker	hf_05344,hf_08337,hf_13956,hf_21037
guitar	4	speaker_or_tag	hf_05382,hf_05382,hf_19873,hf_28355
Chorus: Dahvie Vanity	4	section_marker	hf_05533,hf_05533,hf_05533,hf_05533
Verse 2: Brahma Bull	4	section_marker	hf_05696,hf_07364,hf_25092,hf_26477
Chorus: Kid Cudi	4	section_marker	hf_05802,hf_28677,hf_28677,hf_28677
Chorus: Avril Lavigne	4	section_marker	hf_05850,hf_05850,hf_05850,hf_05850
Hook: Suli4Q	4	section_marker	hf_05879,hf_05879,hf_05879,hf_05879
Outro: Sample	4	section_marker	hf_06137,hf_13094,hf_17948,hf_18155
Guitar breakdown	4	section_marker	hf_06702,hf_06803,hf_12313,hf_13024
Verse 1: Tham Sway	4	section_marker	hf_06831,hf_06831,hf_29251,hf_29251
Chorus: Tham Sway	4	section_marker	hf_06831,hf_06831,hf_29251,hf_29251
Bridge: Usher	4	section_marker	hf_06928,hf_06928,hf_06928,hf_20186
Chorus: No Plug	4	section_marker	hf_06967,hf_06967,hf_06967,hf_06967
Chorus: Tyler Farr	4	section_marker	hf_07051,hf_07051,hf_07051,hf_10409
Hook: Hansum Homie	4	section_marker	hf_07052,hf_07052,hf_07052,hf_07052
Hook: Mikey Dollaz of M.I.C.	4	section_marker	hf_07152,hf_07152,hf_07152,hf_07152
Verse: Danho	4	section_marker	hf_07168,hf_07168,hf_07168,hf_07168
Hook: YJO	4	section_marker	hf_07220,hf_07220,hf_24178,hf_24178
Verse #1	4	section_marker	hf_07468,hf_07782,hf_14957,hf_15043
Verse #2	4	section_marker	hf_07468,hf_07782,hf_15043,hf_15205
Dice Shalloe	4	speaker_or_tag	hf_07493,hf_07493,hf_07493,hf_07493
Hook: Woody Pond	4	section_marker	hf_07503,hf_07503,hf_07503,hf_07503
Clarence	4	speaker_or_tag	hf_07512,hf_07512,hf_07512,hf_07512
Chorus: Madonna, The Batukadeiras Orchestra	4	section_marker	hf_07594,hf_07594,hf_07594,hf_07594
OLD ALBERT	4	speaker_or_tag	hf_07632,hf_07632,hf_07632,hf_27499
Nick XL	4	speaker_or_tag	hf_07683,hf_07683,hf_07683,hf_07683
Inhansed	4	speaker_or_tag	hf_07683,hf_07683,hf_07683,hf_07683
Chorus 2X	4	section_marker	hf_07998,hf_18222,hf_18222,hf_19609
Eat your soul, eat your soul, eat your soul	4	other	hf_08001,hf_08001,hf_08001,hf_08001
Chorus: Blue Nova	4	section_marker	hf_08096,hf_08096,hf_08096,hf_08096
Pre	4	speaker_or_tag	hf_08192,hf_26634,hf_27430,hf_27430
Second Verse	4	section_marker	hf_08332,hf_16545,hf_20647,hf_28449
Post-refrain	4	section_marker	hf_08625,hf_25003,hf_25003,hf_25003
Verse 1: Future	4	section_marker	hf_08709,hf_12747,hf_15473,hf_24804
Chorus: Tommy Traina	4	section_marker	hf_08834,hf_08834,hf_08834,hf_08834
Hook: AJ Tracey	4	section_marker	hf_09055,hf_09055,hf_09055,hf_09055
Segue	4	speaker_or_tag	hf_09168,hf_09259,hf_17503,hf_23793
Chorus: SkyBlew	4	section_marker	hf_09624,hf_09624,hf_09624,hf_09624
Chorus: Landon Tewers	4	section_marker	hf_09651,hf_09651,hf_09651,hf_09651
solo	4	section_marker	hf_09680,hf_16265,hf_17585,hf_20830
Jay-Z	4	speaker_or_tag	hf_09770,hf_09770,hf_09770,hf_09770
Chorus: Rita Ora & Charli XCX	4	section_marker	hf_10011,hf_10011,hf_10011,hf_10011
you and move my hands?	4	other	hf_10109,hf_10109,hf_10109,hf_10109
Troy Junker	4	speaker_or_tag	hf_10414,hf_10414,hf_10414,hf_10414
Repeat	4	speaker_or_tag	hf_10436,hf_20401,hf_20493,hf_24570
Intro/Chorus	4	section_marker	hf_10437,hf_10757,hf_20709,hf_25146
Hook: Future	4	section_marker	hf_10627,hf_10627,hf_10627,hf_10627
Post-Verse	4	section_marker	hf_10692,hf_11240,hf_14954,hf_14954
Chorus: Lydia Caesar, Lamont Dozier and together	4	section_marker	hf_10776,hf_10776,hf_10776,hf_10776
David Bliss	4	speaker_or_tag	hf_10887,hf_10887,hf_10887,hf_10887
Chorus: Matty Mullins	4	section_marker	hf_11163,hf_11163,hf_11163,hf_11163
Post-Bridge	4	section_marker	hf_11544,hf_19783,hf_20310,hf_23354
KATHERINE	4	speaker_or_tag	hf_11604,hf_11604,hf_11604,hf_11604
Phoenix Wright	4	speaker_or_tag	hf_11802,hf_11802,hf_11802,hf_11802
Professor Layton	4	speaker_or_tag	hf_11802,hf_11802,hf_11802,hf_11802
Verse 2: John Paul White with Joy Williams	4	section_marker	hf_11915,hf_13490,hf_24647,hf_29136
Chorus: Daniel Merriweather	4	section_marker	hf_12001,hf_12001,hf_12001,hf_12001
Verse 1: Trippie Redd	4	section_marker	hf_12050,hf_17504,hf_20029,hf_22862
Chorus: John Paul White & Joy Williams	4	section_marker	hf_12144,hf_12144,hf_23331,hf_23331
Hook: French Montana	4	section_marker	hf_12234,hf_19072,hf_29643,hf_29643
Verse 1: French Montana	4	section_marker	hf_12234,hf_13208,hf_19072,hf_29643
Verse 3: Lil Wayne	4	section_marker	hf_12352,hf_16588,hf_19798,hf_24379
Chorus: Danielle Haim	4	section_marker	hf_12483,hf_12483,hf_12483,hf_12483
Hook: Saca and Theratking02	4	section_marker	hf_12695,hf_12695,hf_12695,hf_12695
A.D.	4	speaker_or_tag	hf_12725,hf_12725,hf_12725,hf_12725
Chorus: Swae Lee	4	section_marker	hf_13472,hf_13472,hf_13472,hf_14338
Chorus: 2 Chainz & Joi	4	section_marker	hf_13609,hf_13609,hf_13609,hf_13609
Laura	4	speaker_or_tag	hf_13766,hf_13766,hf_13766,hf_13766
Chorus: Ke$ha	4	section_marker	hf_13976,hf_13976,hf_13976,hf_13976
TINA	4	speaker_or_tag	hf_14109,hf_14109,hf_14109,hf_14109
Chorus: ¡RXTEDX!	4	section_marker	hf_14225,hf_14225,hf_14225,hf_14225
background sound	4	speaker_or_tag	hf_14227,hf_14227,hf_14227,hf_14227
Hook: Young Thug	4	section_marker	hf_14285,hf_14285,hf_14285,hf_14285
Chorus: Johnny Cash, June Carter Cash & Both	4	section_marker	hf_14598,hf_14598,hf_14598,hf_14598
Bridge + Chorus	4	section_marker	hf_14718,hf_19627,hf_28151,hf_28151
Hook: Origin	4	section_marker	hf_14920,hf_14920,hf_14920,hf_14920
Chorus: E-40	4	section_marker	hf_14932,hf_14932,hf_14932,hf_14932
HOOK: ARDO	4	section_marker	hf_15232,hf_15232,hf_15232,hf_15232
play	4	speaker_or_tag	hf_15254,hf_15254,hf_15254,hf_15254
Instrumental Buildup	4	section_marker	hf_15424,hf_15424,hf_15424,hf_15424
Chorus: Justin Vernon	4	section_marker	hf_15462,hf_15462,hf_15462,hf_20246
Chorus: Charlie Farley	4	section_marker	hf_15719,hf_15719,hf_15719,hf_15719
Refrain: Shirley Simms	4	section_marker	hf_15800,hf_15800,hf_15800,hf_15800
Jorn:	4	other	hf_15819,hf_15819,hf_15819,hf_15819
Chorus: Large Professor	4	section_marker	hf_15827,hf_15827,hf_15827,hf_15827
RAMESES	4	speaker_or_tag	hf_16034,hf_16034,hf_16034,hf_16034
Chorus: Billy Obey & Joe Black	4	section_marker	hf_16329,hf_16329,hf_16329,hf_16329
Chorus: Eby Corydon & Aaron Baxter	4	section_marker	hf_16447,hf_16447,hf_16447,hf_16447
It's gonna be a long long crazy crazy night	4	other	hf_16746,hf_16746,hf_16746,hf_16746
Crazy night	4	speaker_or_tag	hf_16746,hf_16746,hf_16746,hf_16746
Verse - Aran Shankar	4	section_marker	hf_16810,hf_16810,hf_16810,hf_16810
Henry	4	speaker_or_tag	hf_17119,hf_17119,hf_17119,hf_17119
Hook-Bankroll Fresh + Strap da Fool	4	section_marker	hf_17278,hf_17278,hf_17278,hf_17278
la-la-la-la-la-la-la	4	speaker_or_tag	hf_17337,hf_17337,hf_17337,hf_17337
Chorus: Tarrus Riley	4	section_marker	hf_17548,hf_19507,hf_19507,hf_19507
Verse 2: Wiz Khalifa	4	section_marker	hf_17869,hf_22147,hf_26266,hf_26376
Dre	4	speaker_or_tag	hf_17920,hf_17920,hf_17920,hf_17920
to	4	speaker_or_tag	hf_18047,hf_18047,hf_18047,hf_18047
Is all I need	4	speaker_or_tag	hf_18360,hf_18360,hf_18360,hf_18360
In this whole world	4	speaker_or_tag	hf_18360,hf_18360,hf_18360,hf_18360
Chorus: Our Town	4	section_marker	hf_18378,hf_18378,hf_18378,hf_18378
Hook Danny Boone	4	section_marker	hf_18711,hf_18711,hf_18711,hf_18711
Verse Extension	4	section_marker	hf_18896,hf_18896,hf_18896,hf_18896
Jesus H. Macy	4	speaker_or_tag	hf_19278,hf_19278,hf_19278,hf_19278
Chorus: Lil Mac GS9	4	section_marker	hf_19717,hf_19717,hf_19717,hf_19717
Chorus: Bugsey	4	section_marker	hf_19776,hf_19776,hf_19776,hf_19776
Chorus: Mitchell Tenpenny	4	section_marker	hf_19796,hf_19796,hf_19796,hf_19796
Chorus: Docta Phil Good/ Simcity	4	section_marker	hf_19813,hf_19813,hf_19813,hf_19813
Ahc	4	speaker_or_tag	hf_20495,hf_20495,hf_20495,hf_20495
Kool Keith	4	speaker_or_tag	hf_20637,hf_20637,hf_20637,hf_20637
Hook x1	4	section_marker	hf_20952,hf_20952,hf_20952,hf_23061
Psalm 119:105	4	other	hf_21011,hf_21011,hf_21011,hf_21011
Malachi 3:3	4	other	hf_21011,hf_21011,hf_21011,hf_21011
Isaiah 61:10	4	other	hf_21011,hf_21011,hf_21011,hf_21011
Shawn Asher	4	speaker_or_tag	hf_22016,hf_22016,hf_22016,hf_22016
Chorus: ZAYN	4	section_marker	hf_22019,hf_22019,hf_22019,hf_22019
Clap! Clap!	4	other	hf_22020,hf_22020,hf_22020,hf_22020
Hook - Trey Songz	4	section_marker	hf_22231,hf_22231,hf_22231,hf_22231
DIANA, spoken	4	section_marker	hf_22267,hf_22267,hf_22267,hf_22267
Chorus: Mighty Mike	4	section_marker	hf_22478,hf_22478,hf_22478,hf_22478
Chorus: Drew D	4	section_marker	hf_22784,hf_22784,hf_22784,hf_22784
Hook: iShaan	4	section_marker	hf_22832,hf_22832,hf_22832,hf_22832
Hook: Young Noble	4	section_marker	hf_22909,hf_22909,hf_22909,hf_22909
Chorus: Heather Victoria	4	section_marker	hf_22970,hf_22970,hf_22970,hf_22970
Chorus: B.o.B	4	section_marker	hf_23148,hf_23148,hf_23148,hf_23148
Chorus: Andrea Storm Kaden	4	section_marker	hf_23186,hf_23186,hf_23186,hf_23186
Chorus: Lil Tjay	4	section_marker	hf_23507,hf_23507,hf_23507,hf_23507
Chorus: Jake Owen	4	section_marker	hf_23561,hf_23561,hf_23561,hf_23561
Woah	4	speaker_or_tag	hf_24625,hf_24625,hf_24625,hf_24625
Refrain: Willie Nelson	4	section_marker	hf_24664,hf_24664,hf_24664,hf_24664
Hook: Scratchy & Wiley	4	section_marker	hf_25113,hf_25113,hf_25113,hf_25113
Jack House	4	speaker_or_tag	hf_25609,hf_25609,hf_25609,hf_25609
Hook: Locodunit	4	section_marker	hf_25639,hf_25639,hf_25639,hf_25639
Chorus - Casey Shea	4	section_marker	hf_25872,hf_25872,hf_25872,hf_25872
Rarity	4	speaker_or_tag	hf_26013,hf_26013,hf_26013,hf_26013
Pinkie Pie	4	speaker_or_tag	hf_26013,hf_26013,hf_26013,hf_26013
Hook: Rich $tunna	4	section_marker	hf_26100,hf_26100,hf_26100,hf_26100
C:	4	other	hf_26233,hf_26233,hf_26233,hf_26233
Company:	4	other	hf_26674,hf_26674,hf_26674,hf_26674
Hook: Oxai	4	section_marker	hf_26847,hf_26847,hf_26847,hf_26847
and I get	4	speaker_or_tag	hf_26991,hf_26991,hf_26991,hf_26991
Chorus: Kaydence	4	section_marker	hf_27074,hf_27074,hf_27074,hf_27074
Bradley	4	speaker_or_tag	hf_27594,hf_27594,hf_27594,hf_27594
Drew Xo & Chris Brown	4	other	hf_27597,hf_27597,hf_27597,hf_27597
CARLOS, spoken	4	section_marker	hf_27837,hf_27837,hf_27837,hf_27837
ROBIN & MIA	4	speaker_or_tag	hf_27910,hf_27910,hf_27910,hf_27910
Chorus: Easton Broome	4	section_marker	hf_28457,hf_28457,hf_28457,hf_28457
LEERIES	4	speaker_or_tag	hf_28513,hf_28513,hf_28513,hf_28513
ANNABEL	4	speaker_or_tag	hf_28513,hf_28513,hf_28513,hf_28513
repeat 4X	4	speaker_or_tag	hf_28518,hf_28518,hf_28518,hf_28518
Chorus: Koran Streets	4	section_marker	hf_28621,hf_28621,hf_28621,hf_28621
Ah eh eh ah oh oh	4	other	hf_29098,hf_29098,hf_29098,hf_29098
Ah eh eh ah oh no no no no	4	other	hf_29098,hf_29098,hf_29098,hf_29098
LEADER, spoken	4	section_marker	hf_29261,hf_29261,hf_29261,hf_29261
Workers	4	speaker_or_tag	hf_29293,hf_29293,hf_29293,hf_29293
Album version:	4	other	hf_29324,hf_29324,hf_29324,hf_29324
Single version:	4	other	hf_29324,hf_29324,hf_29324,hf_29324
Hook: Lethal Bizzle & Flowdan	4	section_marker	hf_29330,hf_29330,hf_29330,hf_29330
Mother	4	speaker_or_tag	hf_29647,hf_29647,hf_29647,hf_29647
Chorus: Indy	4	section_marker	hf_29906,hf_29906,hf_29906,hf_29906
Ogden Payne, Stacy Soul	4	speaker_or_tag	hf_29960,hf_29960,hf_29960,hf_29960
Nick	3	speaker_or_tag	hf_00064,hf_00064,hf_03402
Nathan	3	speaker_or_tag	hf_00064,hf_00064,hf_00064
Chorus: Hoodrich Pablo Juan	3	section_marker	hf_00138,hf_00138,hf_00138
Chorus: Jade West & Cat Valentine	3	section_marker	hf_00145,hf_00145,hf_00145
L-Swift	3	speaker_or_tag	hf_00182,hf_00182,hf_00182
Hook: L-Swift and Charlemagne	3	section_marker	hf_00182,hf_00182,hf_00182
Verse 1: Inspectah Deck	3	section_marker	hf_00313,hf_16976,hf_19542
Verse 1: Joy Williams	3	section_marker	hf_00315,hf_15875,hf_24647
Chorus: Rich The Kid	3	section_marker	hf_00317,hf_00317,hf_00317
Chorus: Micah Montag	3	section_marker	hf_00368,hf_00368,hf_00368
Chorus: Scott	3	section_marker	hf_00421,hf_00421,hf_00421
Chorus (A & R)	3	section_marker	hf_00536,hf_00536,hf_00536
Chorus: Miles Chancellor	3	section_marker	hf_00631,hf_00631,hf_03895
Introduction	3	section_marker	hf_00641,hf_03588,hf_04053
Voicemail	3	speaker_or_tag	hf_00641,hf_16814,hf_19826
Pre-Chorus: Ulrik Lund	3	section_marker	hf_00658,hf_00658,hf_00658
Hook: Moneybagg Yo	3	section_marker	hf_00665,hf_00665,hf_00665
Verse 1: Moneybagg Yo	3	section_marker	hf_00665,hf_07894,hf_24584
Chorus: Zootzie	3	section_marker	hf_00685,hf_00685,hf_09881
Chorus: Jillian Cardarelli & Charles Esten	3	section_marker	hf_00693,hf_00693,hf_00693
Chorus: Caleb & Kevin	3	section_marker	hf_00732,hf_00732,hf_00732
